[2024-09-07 05:40:10 : INFO] - Re_Smush_It_Task with attachment ID : 2596, autocreated on : September 07, 2024 05:40:10 
[2024-09-07 05:41:20 : INFO] - Re_Smush_It_Task with attachment ID : 2623, autocreated on : September 07, 2024 05:41:20 
[2024-09-07 05:41:20 : INFO] - Re_Smush_It_Task with attachment ID : 2624, autocreated on : September 07, 2024 05:41:20 
[2024-09-07 05:41:22 : INFO] - Re_Smush_It_Task with attachment ID : 2625, autocreated on : September 07, 2024 05:41:22 
[2024-09-07 05:41:22 : INFO] - Re_Smush_It_Task with attachment ID : 2626, autocreated on : September 07, 2024 05:41:22 
[2024-09-07 05:41:24 : INFO] - Re_Smush_It_Task with attachment ID : 2627, autocreated on : September 07, 2024 05:41:24 
[2024-09-07 05:41:25 : INFO] - Re_Smush_It_Task with attachment ID : 2628, autocreated on : September 07, 2024 05:41:25 
[2024-09-07 05:41:25 : INFO] - Re_Smush_It_Task with attachment ID : 2629, autocreated on : September 07, 2024 05:41:25 
[2024-09-07 05:41:28 : INFO] - Re_Smush_It_Task with attachment ID : 2630, autocreated on : September 07, 2024 05:41:28 
[2024-09-07 05:41:30 : INFO] - Re_Smush_It_Task with attachment ID : 2631, autocreated on : September 07, 2024 05:41:30 
[2024-09-07 05:41:32 : INFO] - Re_Smush_It_Task with attachment ID : 2632, autocreated on : September 07, 2024 05:41:32 
[2024-09-07 05:41:33 : INFO] - Re_Smush_It_Task with attachment ID : 2633, autocreated on : September 07, 2024 05:41:33 
[2024-09-07 05:41:35 : INFO] - Re_Smush_It_Task with attachment ID : 2634, autocreated on : September 07, 2024 05:41:35 
[2024-09-07 05:41:50 : INFO] - Re_Smush_It_Task with attachment ID : 2635, autocreated on : September 07, 2024 05:41:50 
[2024-09-07 05:41:52 : INFO] - Re_Smush_It_Task with attachment ID : 2636, autocreated on : September 07, 2024 05:41:52 
[2024-09-07 05:42:02 : INFO] - Re_Smush_It_Task with attachment ID : 2637, autocreated on : September 07, 2024 05:42:02 
[2024-09-07 05:42:03 : INFO] - Re_Smush_It_Task with attachment ID : 2638, autocreated on : September 07, 2024 05:42:03 
[2024-09-07 05:42:03 : INFO] - Re_Smush_It_Task with attachment ID : 2639, autocreated on : September 07, 2024 05:42:03 
[2024-09-07 05:42:03 : INFO] - Re_Smush_It_Task with attachment ID : 2640, autocreated on : September 07, 2024 05:42:03 
[2024-09-07 05:42:04 : INFO] - Re_Smush_It_Task with attachment ID : 2641, autocreated on : September 07, 2024 05:42:04 
[2024-09-07 05:42:08 : INFO] - Re_Smush_It_Task with attachment ID : 2642, autocreated on : September 07, 2024 05:42:08 
[2024-09-07 05:42:14 : INFO] - Re_Smush_It_Task with attachment ID : 2643, autocreated on : September 07, 2024 05:42:14 
[2024-09-07 05:42:17 : INFO] - Re_Smush_It_Task with attachment ID : 2644, autocreated on : September 07, 2024 05:42:17 
[2024-09-07 05:42:30 : INFO] - Re_Smush_It_Task with attachment ID : 2645, autocreated on : September 07, 2024 05:42:30 
[2024-09-07 05:42:32 : INFO] - Re_Smush_It_Task with attachment ID : 2646, autocreated on : September 07, 2024 05:42:32 
[2024-09-07 05:42:34 : INFO] - Re_Smush_It_Task with attachment ID : 2647, autocreated on : September 07, 2024 05:42:34 
[2024-09-07 05:42:42 : INFO] - Re_Smush_It_Task with attachment ID : 2648, autocreated on : September 07, 2024 05:42:42 
[2024-09-07 05:42:48 : INFO] - Re_Smush_It_Task with attachment ID : 2649, autocreated on : September 07, 2024 05:42:48 
[2024-09-07 05:42:48 : INFO] - Re_Smush_It_Task with attachment ID : 2650, autocreated on : September 07, 2024 05:42:48 
[2024-09-07 05:42:48 : INFO] - Re_Smush_It_Task with attachment ID : 2651, autocreated on : September 07, 2024 05:42:48 
[2024-09-07 05:42:48 : INFO] - Re_Smush_It_Task with attachment ID : 2652, autocreated on : September 07, 2024 05:42:48 
[2024-09-07 05:42:49 : INFO] - Re_Smush_It_Task with attachment ID : 2653, autocreated on : September 07, 2024 05:42:49 
[2024-09-07 05:42:58 : INFO] - Re_Smush_It_Task with attachment ID : 1925, autocreated on : September 07, 2024 05:42:58 
[2024-09-07 05:43:06 : INFO] - Re_Smush_It_Task with attachment ID : 1927, autocreated on : September 07, 2024 05:43:06 
[2024-09-07 05:43:07 : INFO] - Re_Smush_It_Task with attachment ID : 1928, autocreated on : September 07, 2024 05:43:07 
[2024-09-07 05:43:07 : INFO] - Re_Smush_It_Task with attachment ID : 1929, autocreated on : September 07, 2024 05:43:07 
[2024-09-07 05:43:09 : INFO] - Re_Smush_It_Task with attachment ID : 1930, autocreated on : September 07, 2024 05:43:09 
[2024-09-07 05:43:12 : INFO] - Re_Smush_It_Task with attachment ID : 1931, autocreated on : September 07, 2024 05:43:12 
[2024-09-07 05:43:12 : INFO] - Re_Smush_It_Task with attachment ID : 1936, autocreated on : September 07, 2024 05:43:12 
[2024-09-07 05:43:13 : INFO] - Re_Smush_It_Task with attachment ID : 1937, autocreated on : September 07, 2024 05:43:13 
[2024-09-07 05:43:13 : INFO] - Re_Smush_It_Task with attachment ID : 1938, autocreated on : September 07, 2024 05:43:13 
[2024-09-07 05:43:13 : INFO] - Re_Smush_It_Task with attachment ID : 1939, autocreated on : September 07, 2024 05:43:13 
[2024-09-07 05:43:13 : INFO] - Re_Smush_It_Task with attachment ID : 1940, autocreated on : September 07, 2024 05:43:13 
[2024-09-07 05:43:14 : INFO] - Re_Smush_It_Task with attachment ID : 1949, autocreated on : September 07, 2024 05:43:14 
[2024-09-07 05:43:14 : INFO] - Re_Smush_It_Task with attachment ID : 1950, autocreated on : September 07, 2024 05:43:14 
[2024-09-07 05:43:14 : INFO] - Re_Smush_It_Task with attachment ID : 1951, autocreated on : September 07, 2024 05:43:14 
[2024-09-07 05:43:14 : INFO] - Re_Smush_It_Task with attachment ID : 1952, autocreated on : September 07, 2024 05:43:14 
[2024-09-07 05:43:14 : INFO] - Re_Smush_It_Task with attachment ID : 1953, autocreated on : September 07, 2024 05:43:14 
[2024-09-07 05:43:15 : INFO] - Re_Smush_It_Task with attachment ID : 1954, autocreated on : September 07, 2024 05:43:15 
[2024-09-07 05:43:15 : INFO] - Re_Smush_It_Task with attachment ID : 1955, autocreated on : September 07, 2024 05:43:15 
[2024-09-07 05:43:15 : INFO] - Re_Smush_It_Task with attachment ID : 1956, autocreated on : September 07, 2024 05:43:15 
[2024-09-07 05:43:15 : INFO] - Re_Smush_It_Task with attachment ID : 1957, autocreated on : September 07, 2024 05:43:15 
[2024-09-07 05:43:16 : INFO] - Re_Smush_It_Task with attachment ID : 1958, autocreated on : September 07, 2024 05:43:16 
[2024-09-07 05:43:16 : INFO] - Re_Smush_It_Task with attachment ID : 1970, autocreated on : September 07, 2024 05:43:16 
[2024-09-07 05:43:16 : INFO] - Re_Smush_It_Task with attachment ID : 1971, autocreated on : September 07, 2024 05:43:16 
[2024-09-07 05:43:17 : INFO] - Re_Smush_It_Task with attachment ID : 2037, autocreated on : September 07, 2024 05:43:17 
[2024-09-07 05:43:17 : INFO] - Re_Smush_It_Task with attachment ID : 2043, autocreated on : September 07, 2024 05:43:17 
[2024-09-07 05:43:19 : INFO] - Re_Smush_It_Task with attachment ID : 2047, autocreated on : September 07, 2024 05:43:19 
[2024-09-07 05:43:21 : INFO] - Re_Smush_It_Task with attachment ID : 2052, autocreated on : September 07, 2024 05:43:21 
[2024-09-07 05:43:26 : INFO] - Re_Smush_It_Task with attachment ID : 2054, autocreated on : September 07, 2024 05:43:26 
[2024-09-07 05:43:31 : INFO] - Re_Smush_It_Task with attachment ID : 2059, autocreated on : September 07, 2024 05:43:31 
[2024-09-07 05:43:33 : INFO] - Re_Smush_It_Task with attachment ID : 2073, autocreated on : September 07, 2024 05:43:33 
[2024-09-07 05:43:40 : INFO] - Re_Smush_It_Task with attachment ID : 2077, autocreated on : September 07, 2024 05:43:40 
[2024-09-07 05:43:41 : INFO] - Re_Smush_It_Task with attachment ID : 2091, autocreated on : September 07, 2024 05:43:41 
[2024-09-07 05:43:54 : INFO] - Re_Smush_It_Task with attachment ID : 2114, autocreated on : September 07, 2024 05:43:54 
[2024-09-07 05:44:05 : INFO] - Re_Smush_It_Task with attachment ID : 2115, autocreated on : September 07, 2024 05:44:05 
[2024-09-07 05:44:16 : INFO] - Re_Smush_It_Task with attachment ID : 2118, autocreated on : September 07, 2024 05:44:16 
[2024-09-07 05:44:18 : INFO] - Re_Smush_It_Task with attachment ID : 2119, autocreated on : September 07, 2024 05:44:18 
[2024-09-07 05:44:25 : INFO] - Re_Smush_It_Task with attachment ID : 2133, autocreated on : September 07, 2024 05:44:25 
[2024-09-07 05:44:26 : INFO] - Re_Smush_It_Task with attachment ID : 2134, autocreated on : September 07, 2024 05:44:26 
[2024-09-07 05:44:27 : INFO] - Re_Smush_It_Task with attachment ID : 2135, autocreated on : September 07, 2024 05:44:27 
[2024-09-07 05:44:29 : INFO] - Re_Smush_It_Task with attachment ID : 2136, autocreated on : September 07, 2024 05:44:29 
[2024-09-07 05:44:31 : INFO] - Re_Smush_It_Task with attachment ID : 2137, autocreated on : September 07, 2024 05:44:31 
[2024-09-07 05:44:33 : INFO] - Re_Smush_It_Task with attachment ID : 2141, autocreated on : September 07, 2024 05:44:33 
[2024-09-07 05:44:34 : INFO] - Re_Smush_It_Task with attachment ID : 2142, autocreated on : September 07, 2024 05:44:34 
[2024-09-07 05:44:36 : INFO] - Re_Smush_It_Task with attachment ID : 2143, autocreated on : September 07, 2024 05:44:36 
[2024-09-07 05:44:38 : INFO] - Re_Smush_It_Task with attachment ID : 2144, autocreated on : September 07, 2024 05:44:38 
[2024-09-07 05:44:39 : INFO] - Re_Smush_It_Task with attachment ID : 2145, autocreated on : September 07, 2024 05:44:39 
[2024-09-07 05:44:41 : INFO] - Re_Smush_It_Task with attachment ID : 2146, autocreated on : September 07, 2024 05:44:41 
[2024-09-07 05:44:42 : INFO] - Re_Smush_It_Task with attachment ID : 2147, autocreated on : September 07, 2024 05:44:42 
[2024-09-07 05:44:44 : INFO] - Re_Smush_It_Task with attachment ID : 2153, autocreated on : September 07, 2024 05:44:44 
[2024-09-07 05:44:45 : INFO] - Re_Smush_It_Task with attachment ID : 2154, autocreated on : September 07, 2024 05:44:45 
[2024-09-07 05:44:48 : INFO] - Re_Smush_It_Task with attachment ID : 2156, autocreated on : September 07, 2024 05:44:48 
[2024-09-07 05:44:53 : INFO] - Re_Smush_It_Task with attachment ID : 2158, autocreated on : September 07, 2024 05:44:53 
[2024-09-07 05:44:55 : INFO] - Re_Smush_It_Task with attachment ID : 2159, autocreated on : September 07, 2024 05:44:55 
[2024-09-07 05:44:58 : INFO] - Re_Smush_It_Task with attachment ID : 2161, autocreated on : September 07, 2024 05:44:58 
[2024-09-07 05:45:00 : INFO] - Re_Smush_It_Task with attachment ID : 2162, autocreated on : September 07, 2024 05:45:00 
[2024-09-07 05:45:02 : INFO] - Re_Smush_It_Task with attachment ID : 2654, autocreated on : September 07, 2024 05:45:02 
[2024-09-07 05:45:04 : INFO] - Re_Smush_It_Task with attachment ID : 2166, autocreated on : September 07, 2024 05:45:04 
[2024-09-07 05:45:06 : INFO] - Re_Smush_It_Task with attachment ID : 2167, autocreated on : September 07, 2024 05:45:06 
[2024-09-07 05:45:08 : INFO] - Re_Smush_It_Task with attachment ID : 2655, autocreated on : September 07, 2024 05:45:08 
[2024-09-07 05:45:10 : INFO] - Re_Smush_It_Task with attachment ID : 2169, autocreated on : September 07, 2024 05:45:10 
[2024-09-07 05:45:11 : INFO] - Re_Smush_It_Task with attachment ID : 2170, autocreated on : September 07, 2024 05:45:11 
[2024-09-07 05:45:14 : INFO] - Re_Smush_It_Task with attachment ID : 2656, autocreated on : September 07, 2024 05:45:14 
[2024-09-07 05:45:15 : INFO] - Re_Smush_It_Task with attachment ID : 2172, autocreated on : September 07, 2024 05:45:15 
[2024-09-07 05:45:17 : INFO] - Re_Smush_It_Task with attachment ID : 2173, autocreated on : September 07, 2024 05:45:17 
[2024-09-07 05:45:19 : INFO] - Re_Smush_It_Task with attachment ID : 2174, autocreated on : September 07, 2024 05:45:19 
[2024-09-07 05:45:21 : INFO] - Re_Smush_It_Task with attachment ID : 2179, autocreated on : September 07, 2024 05:45:21 
[2024-09-07 05:45:23 : INFO] - Re_Smush_It_Task with attachment ID : 2180, autocreated on : September 07, 2024 05:45:23 
[2024-09-07 05:45:25 : INFO] - Re_Smush_It_Task with attachment ID : 2657, autocreated on : September 07, 2024 05:45:25 
[2024-09-07 05:45:27 : INFO] - Re_Smush_It_Task with attachment ID : 2183, autocreated on : September 07, 2024 05:45:27 
[2024-09-07 05:45:29 : INFO] - Re_Smush_It_Task with attachment ID : 2185, autocreated on : September 07, 2024 05:45:29 
[2024-09-07 05:45:30 : INFO] - Re_Smush_It_Task with attachment ID : 2186, autocreated on : September 07, 2024 05:45:30 
[2024-09-07 05:45:33 : INFO] - Re_Smush_It_Task with attachment ID : 2201, autocreated on : September 07, 2024 05:45:33 
[2024-09-07 05:45:37 : INFO] - Re_Smush_It_Task with attachment ID : 2229, autocreated on : September 07, 2024 05:45:37 
[2024-09-07 05:45:38 : INFO] - Re_Smush_It_Task with attachment ID : 2232, autocreated on : September 07, 2024 05:45:38 
[2024-09-07 05:45:40 : INFO] - Re_Smush_It_Task with attachment ID : 2267, autocreated on : September 07, 2024 05:45:40 
[2024-09-07 05:45:40 : INFO] - Re_Smush_It_Task with attachment ID : 2268, autocreated on : September 07, 2024 05:45:40 
[2024-09-07 05:45:40 : INFO] - Re_Smush_It_Task with attachment ID : 2269, autocreated on : September 07, 2024 05:45:40 
[2024-09-07 05:45:41 : INFO] - Re_Smush_It_Task with attachment ID : 2270, autocreated on : September 07, 2024 05:45:41 
[2024-09-07 05:45:41 : INFO] - Re_Smush_It_Task with attachment ID : 2272, autocreated on : September 07, 2024 05:45:41 
[2024-09-07 05:45:42 : INFO] - Re_Smush_It_Task with attachment ID : 2275, autocreated on : September 07, 2024 05:45:42 
[2024-09-07 05:45:43 : INFO] - Re_Smush_It_Task with attachment ID : 2277, autocreated on : September 07, 2024 05:45:43 
[2024-09-07 05:45:44 : INFO] - Re_Smush_It_Task with attachment ID : 2278, autocreated on : September 07, 2024 05:45:44 
[2024-09-07 05:45:46 : INFO] - Re_Smush_It_Task with attachment ID : 2280, autocreated on : September 07, 2024 05:45:46 
[2024-09-07 05:45:47 : INFO] - Re_Smush_It_Task with attachment ID : 2282, autocreated on : September 07, 2024 05:45:47 
[2024-09-07 05:45:48 : INFO] - Re_Smush_It_Task with attachment ID : 2289, autocreated on : September 07, 2024 05:45:48 
[2024-09-07 05:45:48 : INFO] - Re_Smush_It_Task with attachment ID : 2291, autocreated on : September 07, 2024 05:45:48 
[2024-09-07 05:45:49 : INFO] - Re_Smush_It_Task with attachment ID : 2293, autocreated on : September 07, 2024 05:45:49 
[2024-09-07 05:45:50 : INFO] - Re_Smush_It_Task with attachment ID : 2658, autocreated on : September 07, 2024 05:45:50 
[2024-09-07 05:45:50 : INFO] - Re_Smush_It_Task with attachment ID : 2659, autocreated on : September 07, 2024 05:45:50 
[2024-09-07 05:45:51 : INFO] - Re_Smush_It_Task with attachment ID : 2660, autocreated on : September 07, 2024 05:45:51 
[2024-09-07 05:45:52 : INFO] - Re_Smush_It_Task with attachment ID : 2301, autocreated on : September 07, 2024 05:45:52 
[2024-09-07 05:45:52 : INFO] - Re_Smush_It_Task with attachment ID : 2661, autocreated on : September 07, 2024 05:45:52 
[2024-09-07 05:45:53 : INFO] - Re_Smush_It_Task with attachment ID : 2306, autocreated on : September 07, 2024 05:45:53 
[2024-09-07 05:45:53 : INFO] - Re_Smush_It_Task with attachment ID : 2308, autocreated on : September 07, 2024 05:45:53 
[2024-09-07 05:45:56 : INFO] - Re_Smush_It_Task with attachment ID : 2309, autocreated on : September 07, 2024 05:45:56 
[2024-09-07 05:45:58 : INFO] - Re_Smush_It_Task with attachment ID : 2311, autocreated on : September 07, 2024 05:45:58 
[2024-09-07 05:46:00 : INFO] - Re_Smush_It_Task with attachment ID : 2313, autocreated on : September 07, 2024 05:46:00 
[2024-09-07 05:46:01 : INFO] - Re_Smush_It_Task with attachment ID : 2314, autocreated on : September 07, 2024 05:46:01 
[2024-09-07 05:46:03 : INFO] - Re_Smush_It_Task with attachment ID : 2662, autocreated on : September 07, 2024 05:46:03 
[2024-09-07 05:46:06 : INFO] - Re_Smush_It_Task with attachment ID : 2328, autocreated on : September 07, 2024 05:46:06 
[2024-09-07 05:46:07 : INFO] - Re_Smush_It_Task with attachment ID : 2332, autocreated on : September 07, 2024 05:46:07 
[2024-09-07 05:46:13 : INFO] - Re_Smush_It_Task with attachment ID : 2333, autocreated on : September 07, 2024 05:46:13 
[2024-09-07 05:46:14 : INFO] - Re_Smush_It_Task with attachment ID : 2663, autocreated on : September 07, 2024 05:46:14 
[2024-09-07 05:46:14 : INFO] - Re_Smush_It_Task with attachment ID : 2354, autocreated on : September 07, 2024 05:46:14 
[2024-09-07 05:46:15 : INFO] - Re_Smush_It_Task with attachment ID : 2664, autocreated on : September 07, 2024 05:46:15 
[2024-09-07 05:46:16 : INFO] - Re_Smush_It_Task with attachment ID : 2356, autocreated on : September 07, 2024 05:46:16 
[2024-09-07 05:46:33 : INFO] - Re_Smush_It_Task with attachment ID : 2665, autocreated on : September 07, 2024 05:46:33 
[2024-09-07 05:46:37 : INFO] - Re_Smush_It_Task with attachment ID : 2358, autocreated on : September 07, 2024 05:46:37 
[2024-09-07 05:46:40 : INFO] - Re_Smush_It_Task with attachment ID : 2365, autocreated on : September 07, 2024 05:46:40 
[2024-09-07 05:46:44 : INFO] - Re_Smush_It_Task with attachment ID : 2373, autocreated on : September 07, 2024 05:46:44 
[2024-09-07 05:46:48 : INFO] - Re_Smush_It_Task with attachment ID : 2377, autocreated on : September 07, 2024 05:46:48 
[2024-09-07 05:46:53 : INFO] - Re_Smush_It_Task with attachment ID : 2666, autocreated on : September 07, 2024 05:46:53 
[2024-09-07 05:46:59 : INFO] - A total of 170 tasks of type smush found and will be processed in this iteration 
[2024-09-07 05:46:59 : DEBUG] - Lock option (updraft_lock_smush, S8B_options) was created in the database 
[2024-09-07 05:46:59 : INFO] - Lock (updraft_lock_smush, S8B_options) acquired after initialising the database 
[2024-09-07 05:46:59 : INFO] - Processing task with ID : 1, and type 'smush' 
[2024-09-07 05:46:59 : INFO] - Re_Smush_It_Task with attachment ID : 2596, autocreated on : September 07, 2024 05:40:10 
[2024-09-07 05:46:59 : INFO] - File: h3-bg-lines-img-1.png, Compression quality: 92 
[2024-09-07 05:47:01 : INFO] - Re_Smush_It_Task with attachment ID : 2379, autocreated on : September 07, 2024 05:47:01 
[2024-09-07 05:47:01 : INFO] - Backing up the original image - 2019/09/h3-bg-lines-img-1-updraft-pre-smush-original.png 
[2024-09-07 05:47:05 : INFO] - Re_Smush_It_Task with attachment ID : 2448, autocreated on : September 07, 2024 05:47:05 
[2024-09-07 05:47:17 : INFO] - There were no WebP conversion tools found on your server. 
[2024-09-07 05:47:17 : INFO] - Successfully optimized the image - /home2/ktvybhmy/public_html/kobymotorcarecom/kmc/wp-content/uploads/2019/09/h3-bg-lines-img-1.png.The file was compressed from 248.27 KB to 146.01 KB, saving 41.19 percent, using WP-Optimize 
[2024-09-07 05:47:17 : INFO] - Completed processing task with ID : 1, and type 'smush' 
[2024-09-07 05:47:17 : INFO] - Processing task with ID : 2, and type 'smush' 
[2024-09-07 05:47:17 : INFO] - Re_Smush_It_Task with attachment ID : 2597, autocreated on : September 07, 2024 05:40:27 
[2024-09-07 05:47:17 : INFO] - File: img-map.jpg, Compression quality: 92 
[2024-09-07 05:47:17 : INFO] - Re_Smush_It_Task with attachment ID : 2450, autocreated on : September 07, 2024 05:47:17 
[2024-09-07 05:47:18 : INFO] - Backing up the original image - 2019/09/img-map-updraft-pre-smush-original.jpg 
[2024-09-07 05:47:22 : INFO] - Re_Smush_It_Task with attachment ID : 2458, autocreated on : September 07, 2024 05:47:22 
[2024-09-07 05:47:26 : INFO] - Re_Smush_It_Task with attachment ID : 2460, autocreated on : September 07, 2024 05:47:26 
[2024-09-07 05:47:28 : INFO] - There were no WebP conversion tools found on your server. 
[2024-09-07 05:47:28 : INFO] - Successfully optimized the image - /home2/ktvybhmy/public_html/kobymotorcarecom/kmc/wp-content/uploads/2019/09/img-map.jpg.The file was compressed from 99.12 KB to 97.30 KB, saving 1.84 percent, using WP-Optimize 
[2024-09-07 05:47:28 : INFO] - Completed processing task with ID : 2, and type 'smush' 
[2024-09-07 05:47:28 : INFO] - Processing task with ID : 3, and type 'smush' 
[2024-09-07 05:47:28 : INFO] - Re_Smush_It_Task with attachment ID : 2598, autocreated on : September 07, 2024 05:40:28 
[2024-09-07 05:47:28 : INFO] - File: h3-img-6.png, Compression quality: 92 
[2024-09-07 05:47:29 : INFO] - Re_Smush_It_Task with attachment ID : 2461, autocreated on : September 07, 2024 05:47:29 
[2024-09-07 05:47:30 : INFO] - Backing up the original image - 2019/09/h3-img-6-updraft-pre-smush-original.png 
[2024-09-07 05:47:31 : INFO] - Re_Smush_It_Task with attachment ID : 2489, autocreated on : September 07, 2024 05:47:31 
[2024-09-07 05:47:34 : INFO] - Re_Smush_It_Task with attachment ID : 2667, autocreated on : September 07, 2024 05:47:34 
[2024-09-07 05:47:37 : INFO] - There were no WebP conversion tools found on your server. 
[2024-09-07 05:47:37 : INFO] - Successfully optimized the image - /home2/ktvybhmy/public_html/kobymotorcarecom/kmc/wp-content/uploads/2019/09/h3-img-6.png.The file was compressed from 403.38 KB to 119.15 KB, saving 70.46 percent, using WP-Optimize 
[2024-09-07 05:47:37 : INFO] - Completed processing task with ID : 3, and type 'smush' 
[2024-09-07 05:47:37 : INFO] - Processing task with ID : 4, and type 'smush' 
[2024-09-07 05:47:37 : INFO] - Re_Smush_It_Task with attachment ID : 2599, autocreated on : September 07, 2024 05:40:30 
[2024-09-07 05:47:37 : INFO] - File: h3-img-7.jpg, Compression quality: 92 
[2024-09-07 05:47:37 : INFO] - Re_Smush_It_Task with attachment ID : 2668, autocreated on : September 07, 2024 05:47:37 
[2024-09-07 05:47:38 : INFO] - Backing up the original image - 2019/09/h3-img-7-updraft-pre-smush-original.jpg 
[2024-09-07 05:47:46 : INFO] - Re_Smush_It_Task with attachment ID : 2669, autocreated on : September 07, 2024 05:47:46 
[2024-09-07 05:47:48 : INFO] - Re_Smush_It_Task with attachment ID : 2670, autocreated on : September 07, 2024 05:47:48 
[2024-09-07 05:47:48 : INFO] - Re_Smush_It_Task with attachment ID : 2671, autocreated on : September 07, 2024 05:47:48 
[2024-09-07 05:47:49 : INFO] - Re_Smush_It_Task with attachment ID : 2672, autocreated on : September 07, 2024 05:47:49 
[2024-09-07 05:47:49 : INFO] - Re_Smush_It_Task with attachment ID : 2673, autocreated on : September 07, 2024 05:47:49 
[2024-09-07 05:47:49 : INFO] - Re_Smush_It_Task with attachment ID : 2674, autocreated on : September 07, 2024 05:47:49 
[2024-09-07 05:47:51 : INFO] - There were no WebP conversion tools found on your server. 
[2024-09-07 05:47:51 : INFO] - Successfully optimized the image - /home2/ktvybhmy/public_html/kobymotorcarecom/kmc/wp-content/uploads/2019/09/h3-img-7.jpg.The file was compressed from 110.21 KB to 107.41 KB, saving 2.54 percent, using WP-Optimize 
[2024-09-07 05:47:51 : INFO] - Completed processing task with ID : 4, and type 'smush' 
[2024-09-07 05:47:51 : INFO] - Processing task with ID : 5, and type 'smush' 
[2024-09-07 05:47:51 : INFO] - Re_Smush_It_Task with attachment ID : 2600, autocreated on : September 07, 2024 05:40:31 
[2024-09-07 05:47:51 : INFO] - File: h3-bck-img-1.png, Compression quality: 92 
[2024-09-07 05:47:54 : INFO] - Backing up the original image - 2019/09/h3-bck-img-1-updraft-pre-smush-original.png 
[2024-09-07 05:48:01 : INFO] - Re_Smush_It_Task with attachment ID : 2675, autocreated on : September 07, 2024 05:48:01 
[2024-09-07 05:48:06 : INFO] - Re_Smush_It_Task with attachment ID : 2676, autocreated on : September 07, 2024 05:48:06 
[2024-09-07 05:48:07 : INFO] - Re_Smush_It_Task with attachment ID : 2677, autocreated on : September 07, 2024 05:48:07 
[2024-09-07 05:48:08 : INFO] - There were no WebP conversion tools found on your server. 
